
1;0.5982719143936635
1;0.5982719143936635
2;0.6193100172054259
3;0.353360225691216
4;0.5482049488954374
5;0.5482049488954374
6;0.39070086067752124
7;0.44163357206062087
8;0.4166038826075962
9;0.46412942749398906
10;0.4691803004863649
11;0.7669310613429131
12;0.6282573885097688
13;0.6543402575465144
14;0.7139465210455977
15;0.5967527149476155
16;0.7366813216259277
1;0.7366813216259277
2;0.7366813216259277
3;0.014166948492806301
4;0.014166948492806301
5;1.591791965483854E-4
6;0.0
7;0.0
8;0.0
9;0.0
10;0.0
11;0.0
12;0.0
13;0.0
14;0.0
15;0.0
16;0.0
17;0.0
18;0.0
19;0.0
20;0.0
21;0.0
22;0.0
23;0.0
24;0.0
